no,username,nickname,komentar,likes,create_time,sentiment_label,label_notes,confidence,needs_review
468,alfianlapandewa,"ZNYXQ ¢_¢ ★★#,🗿",[Sticker],0,1777932510,Netral,Tidak ada opini jelas/komentar hanya sticker atau observasi,0.85,Tidak
469,hariswandi3,Haris03,[Sticker],0,1777896221,Netral,Tidak ada opini jelas/komentar hanya sticker atau observasi,0.85,Tidak
470,tamrin5491,tamrin,sak karep mu bu,0,1777887715,Netral,Tidak ada opini jelas/komentar hanya sticker atau observasi,0.85,Tidak
471,zilo.pratama8,Zilo Pratama,a eu au,0,1777876030,Netral,Tidak ada opini jelas/komentar hanya sticker atau observasi,0.85,Tidak
472,user858854608,vejndje,[Sticker],0,1777872466,Netral,Tidak ada opini jelas/komentar hanya sticker atau observasi,0.85,Tidak
473,theooo__12,Hanz (Theo),kocak,0,1777867045,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
474,30915615177,user8319886390594,entah lah,0,1777861752,Netral,Komentar terlalu singkat/ambigu untuk polaritas kuat,0.7,Ya
475,gilangginanjar019,Gilangginanjar,ibu segera mengundurkan diri,0,1777859778,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
476,babacala1,BABA CALA 1124,kocak,0,1777849724,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
477,kumis.baekk,kumis baekk,"untung gua bisa gonta ganti item, imo ganti winter😭",0,1777817763,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
478,bahtiar.ismail3,Bahtiar Ismail,szya setuju yang didepan para menteri yamg dibelakang anggota DPR,0,1777816056,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
479,affandi212,Kanzu Zio Affandi,gak solotip,0,1777814600,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
480,riixzz8,pahririri🗿_,KITA BUTUH HIDUP BU,0,1777806804,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
481,riom66,riom66,[Sticker] baik lah,0,1777806340,Netral,Tidak ada opini jelas/komentar hanya sticker atau observasi,0.85,Tidak
482,taraaapretty,mileadnanhusein,setuju sih aku tan,0,1777795886,Positif,"Dukungan, persetujuan, atau afirmasi literal",0.76,Tidak
483,kenzie.azka624,Kenzie Azka,di kira kita superman,0,1777794564,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
484,baimaas3,ADEK NYA NOXXA,"bukannya cari solusi
malah ganti strategi",0,1777794469,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
485,radika4420,dika,[Sticker],0,1777793918,Netral,Tidak ada opini jelas/komentar hanya sticker atau observasi,0.85,Tidak
486,callmesyadd1,Syadcing😺,kalo yang kena yang tengah gimana?,0,1777792967,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
487,dhenyfebrian06,hey👽,[Sticker],0,1777792450,Netral,Tidak ada opini jelas/komentar hanya sticker atau observasi,0.85,Tidak
488,whellll4321,Dodiwhy,paan si,0,1777789610,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
489,zico.warsito,Zico Warsito,wkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwk.....,0,1777789190,Negatif,Humor/sarkasme yang cenderung mengkritik isi pernyataan,0.68,Ya
490,rafasyha843,rafasyha,sabar ya kitamh,0,1777789017,Netral,Komentar umum atau ambigu tanpa sentimen eksplisit,0.6,Ya
491,abdillah.daulay,Abdillah Daulay,Kek gini mentri😭😭😭😭,0,1777781045,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
492,tando5848,tando,[Sticker],0,1777776729,Netral,Tidak ada opini jelas/komentar hanya sticker atau observasi,0.85,Tidak
493,ailakunilang,Aill,[Sticker],0,1777776042,Netral,Tidak ada opini jelas/komentar hanya sticker atau observasi,0.85,Tidak
494,arlpttt_,pato,[Sticker],0,1777769714,Netral,Tidak ada opini jelas/komentar hanya sticker atau observasi,0.85,Tidak
495,volvob11._r,Mase RR🇮🇩🇵🇸,kami setuju klo gerbong paling belakang dan paling depan khusus menteri dan pejabat.,0,1777769107,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
496,firman.huda0,matahari terbit,"Terimakasih ku mewakili istri dan anak.
ibu tolong besok cerita perjalanan menuju kursi menteri",0,1777763628,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
497,xhygaishere,55Xhygá!¡,[Sticker] acc buk,0,1777761348,Netral,Tidak ada opini jelas/komentar hanya sticker atau observasi,0.85,Tidak
498,umii_afif,UmiiAfif,"kirain cuma aku yg kaget smbil ketawa,, 😂😂
gak bisa ngomong😂",0,1777760412,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
499,graniitaa,granita cenggoh,otw pindah Isekai bangg,0,1777749571,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
500,bunges86,febriancok,meskipun kami sering terbentur masalah ekonomi bukan berarti kami kuat menahan benturan besi,2,1777553186,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
501,gerzz_avgeks,GERZZ,100% aku GK mau naik kereta 🤭,2,1777552504,Negatif,Humor/sarkasme yang cenderung mengkritik isi pernyataan,0.68,Ya
502,king.val95,king val,efek pake orang dalem ga sih ? / pake adm masuk kerja nya ??,2,1777550336,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
503,demarket_58,Demarket_58,"kami emg kuat angkat galon, bukan berarti kuat jg dihantam gerbong kereta...😵‍💫",2,1777545976,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
504,dynrhmdnii_,Produk jawa,"gada cape""nya nangisin komentar kalian dari kemaren😭",2,1777545834,Negatif,Humor/sarkasme yang cenderung mengkritik isi pernyataan,0.68,Ya
505,khifdzulfrsssss_,fariss anak berbakti®,bukan nya ngasih solusi malah formasi😭😭,2,1777545488,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
506,leroxxfansmunchen,LEROX🇮🇩🇩🇪,wah malah ganti formasi🗿,2,1777544844,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
507,uwong_005,𝗦𝟰𝗡𝗗𝟭,laki laki juga berhak hidup,2,1777542460,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
508,fritzi.abiasa,Fritz,ko bisa sih menteri ngomong begini😭💔,2,1777541596,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
509,btn394,BTN GACOR!,Maaf buk kalok bole usul gimna kalok ara rute kerata api nya di arahin ke rumah ibuk aja🙏,2,1777539225,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
510,zainurizai24,...,"ini bukan solusi ibuuuuuuuk.....
yang harus d. perbaiki faktor kecelakaan an x kedepan nya harus seperti apa untuk strategi keselamatan penumpang .... bukan masalah tempat nya....",2,1777538348,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
511,rhill371,Rhil,saya sudahhh siap Bu,2,1777531396,Netral,Komentar umum atau ambigu tanpa sentimen eksplisit,0.6,Ya
512,lamai_889,lamai889,bu tolong gimana kalo gerbong belakang di ganti aja dengan rombongan khusus pejabat aja.,2,1777524081,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
513,inot.ambrose1,Inot Ambrose,[Sticker] Siap bu kami sudah ngantri,2,1777523783,Netral,Komentar umum atau ambigu tanpa sentimen eksplisit,0.6,Ya
514,ninooninooninoo2,ninooninooninoo2,"tapi aku sukanya masuk lewat yang depan aja, ga suka yang belakang.",2,1777522199,Netral,Komentar umum atau ambigu tanpa sentimen eksplisit,0.6,Ya
515,bagassnpp,BAGASSS,"Ngomong yang penting ❎
Yang penting ngomong ✅",2,1777520684,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
516,rista.aprianii,Rista Apriani,kami setuju klo gerbong paling belakang dan paling depan khusus menteri dan pejabat.,2,1777518000,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
517,sigitdavinn,sigit,itu bukan solusi menyelesaikan masalah tetapi memindah masalah,2,1777513828,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
518,nylzzhhh,Nayy,Ngomongin hal penting❌ yang penting ngomong✅😭,2,1777513303,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
519,inda.in44,jasi,meskipun kami sering terbentur masalah ekonomi bukan berati kami kuat menahan benturan besi buk 😌,2,1777512668,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
520,aprilandias,YantiSda,kami juga selalu menunggu kedatangan suami dengan sehat dan selamat bu😪,2,1777512312,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
521,rdnnnn_12,rdn,apa bedanya,2,1777510232,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
522,widhizebaoth,Widhizebaoth,sdh terlambat bu saya sd pakai daster 🤣🤣🤣🤣,2,1777509973,Negatif,Humor/sarkasme yang cenderung mengkritik isi pernyataan,0.68,Ya
523,_andsirw,￶￶,Fauzi ini ada ada aja gebrakan nya,2,1777507609,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
524,novariyan90,novariyan90,baiknya ada penambahan gerbong depan/belakang untuk logistik. jd lebih aman.,2,1777507077,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
525,rama_5g,￴ ￴ ￴ ￴ ￴ ￴ ￴ ￴ ￴ ￴,kami bukan Spiderman Bu🥲,2,1777506640,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
526,soulmate_s8186,🍒S.Y.R❤,Bu .. Bu .. statement anda bikin ngakak 😂😂,2,1777505562,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
527,leexxa6798,user754297688,"[Sticker] @bagusw:bukannya ngasi solusi,malah ganti formasi",2,1777504375,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
528,gl45222,zain,gw bukan spiderman,2,1777501803,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
529,rexasthekid,navr,mangboleh seplenger ini,2,1777500131,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
530,triyono8614,John,bu Kamu sungguh lucu bikin anak balita ketawa,2,1777495563,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
531,bintang1a_,miaw.com,[Sticker] usulan apa ?; ulangi....,2,1777489790,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
532,khnss9_,Alvinツ,Di suruh cari solusi malah cari penganti 🥲,2,1777488167,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
533,putsunia,Cardina,"salah Bu, gerbong depan belakang yang isi Mentri sama penjabat ..",2,1777487959,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
534,lilywinterwhite,lilyexpander,"solusi buk,bukan ganti posisi😭",2,1777487826,Negatif,Humor/sarkasme yang cenderung mengkritik isi pernyataan,0.68,Ya
535,solehmoehamad7,solehmoehamad7,"pas dengan jabatannya, mentri P A",2,1777487089,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
536,gyx.110,Ahmad Kasim • Mengikuti,[Sticker] the idea,2,1777482586,Netral,Komentar terlalu singkat/ambigu untuk polaritas kuat,0.7,Ya
537,thirteen13._,Bbrams,"bukannya kasih solusi, malah ganti posisi😭",2,1777480185,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
538,satriyaramadanii,sat,ga kebayang betapa kuatnya suami ibuk ini,2,1777476801,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
539,sumatra837,Sumatra,kenapaa tidak mengunakan gerbong kosong di belakang,2,1777474900,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
540,sukronpe,Sukron Perdana,"Salah bu, sistemnya dibenahi sebagai contoh kereta di negara jepang rel nya udah canggih ada sistem lock kalau ada bahaya dan minim resiko kecelakaan.",2,1777474261,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
541,sky67xy,Sakay,gua lebih setuju gerbong depan sama gerbong belakang di isi pemerintah sama menteri.,2,1777473471,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
542,okkst__,Okky Saputra,"semua aja ditengah Bu, belakang sama depan taro Bubblewarp",2,1777472599,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
543,hanzzz.ganzx,Hanzz√🫩,[Sticker] lelaki juga manusia,2,1777472560,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
544,nastaman_ts,WAWAN DAENG NABA,"ibu, kita ini butuh solusi gimana caranya minimalisir korban, bukan malah tukar korban...",2,1777471792,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
545,ondo.siburian,KEPO NAMA GUA 🖕,mikir lah orang mau hidup,2,1777471141,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
546,biawakgoreng783,🫀🩸🦠,saya usul gimana kalo gerbong belakang dan depan suruh pejabat aja gimana buk🙏,2,1777471012,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
547,yantis37,"yanti,S",kalau aku gerbong belakang sama depan itu kusus buat penjabat aja,2,1777469643,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
548,al_ghozalii6,##ALZZZ##STECUU##,jadi takut naik kereta,2,1777469205,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
549,prestuawensi26,Tuu_263,Bu info info yaa klo ada loker mentri saya mau juga,2,1777467568,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
550,irwansyahsimanjuntak,Irwansyah Simanjuntak,meskipun kami sering terbentur masalah ekonomi bukan berati kami kuat menahan benturan besi buk 😌,2,1777467334,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
551,ramaliatiktok.com,amalia Putri,"tim baca komen,ngakak gw jir",2,1777467061,Netral,Tidak ada opini jelas/komentar hanya sticker atau observasi,0.85,Tidak
552,fwzulxyz,Fawwaz Ulwani,meskipun kami sering terbentur masalah ekonomi bukan berati kami kuat menahan benturan besi buk 😌,2,1777466969,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
553,dioprrrtm,dioobahayaa.,EZZ BGT! AYO GUA UDH READY BANGETT,2,1777465609,Netral,Komentar umum atau ambigu tanpa sentimen eksplisit,0.6,Ya
554,goledputra,goledputra,bukanya cari solusi malah ubah formasi🗿,2,1777465327,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
555,_plat_r,yanto cilacap,Alangkah baiknya gerbong belakang Anggota Dewan... gerbong depan pejabat pemerintah...,2,1777465299,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
556,kanglimon,㉿ꪋ𝘯𝔤 Ꮮɪᴍᴏɴ⸙,buk meskipun kami sering terbentur masalah ekonomi bukan berati kami kuat menahan benturan besi.,2,1777462882,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
557,egik306,Egik Artanto,Ibu mentri….walopun kami kaum laki laki jarang merayakan ulang tahun….tapi kami juga pengen panjang umur serta mulia…..😅😅,2,1777462540,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
558,kuch970,🕷️,[Sticker] usul macam apa ini,2,1777462085,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
559,kesayangan_army26,Diana 🐣💜,"bismillah.
Open PO, Jaket Bubble Wrap nya Mas Mas. cocok untuk yg suka PP naik KRL di Gerbong Depan Belakang. yg mau tanya² boleh Japri ya 🙏",2,1777461170,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
560,hambaallah0317,Hamba Allah,bagaimana para kaum perempuan? kalian setuju tidak dengan usulan ibu yang terhormat ini?,2,1777460824,Netral,Pertanyaan atau komentar belum menunjukkan polaritas jelas,0.65,Ya
561,abadaly1,Sang_figuran,Itu mentri??,2,1777460429,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
562,mpixxz,Koo,"Sejak saat itu, saya cari tutorial pakai pashmina 😢",2,1777460038,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
563,baihaqi_asy21,Haiq,"P P Apaa?? PPPA mempesonaa..
U U Apaa Usulan yang membagongkann😂",2,1777459873,Negatif,Humor/sarkasme yang cenderung mengkritik isi pernyataan,0.68,Ya
564,kalxyy,YooKallzx,bukannya ngasih solusi malah ganti formasi,2,1777459343,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
565,evandertristangrasio,Evan,kami bukan tameng baja Bu...,2,1777459047,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
566,sundaspider1,🕷️,[Sticker] kami juga manusia bu,2,1777458968,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
567,theking1234567891011120,king,"Setiap manusia memiliki hak hidup yang sama tanpa pengecualian. Hal ini secara tegas dijamin dalam Undang-Undang Dasar 1945, khususnya Pasal 28A yang menyatakan bahwa “Setiap orang berhak untuk hidup serta berhak mempertahankan hidup dan kehidupannya.” Selain itu, Pasal 28D ayat (1) juga menegaskan bahwa setiap orang berhak atas pengakuan, jaminan, perlindungan, dan kepastian hukum yang adil serta perlakuan yang sama di hadapan hukum.
Berdasarkan hal tersebut, tidak seharusnya ada kebijakan yang terkesan membedakan nilai keselamatan antara satu kelompok dengan kelompok lainnya, baik itu laki-laki maupun perempuan. Dalam situasi yang menyangkut keselamatan jiwa, seluruh manusia memiliki hak yang setara untuk dilindungi tanpa adanya prioritas yang dapat menimbulkan kesan bahwa satu nyawa lebih penting dibanding yang lain.
Meskipun tujuan perlindungan terhadap perempuan dapat dipahami dari sisi sosial dan keamanan, kebijakan publik tetap harus mempertimbangkan prinsip keadilan yang menyeluruh. Perlindungan tidak boleh mengarah pada perlakuan yang menimbulkan ketimpangan dalam hak dasar, terutama hak untuk hidup yang bersifat mutlak dan tidak tergantikan.
Oleh karena itu, setiap kebijakan seharusnya dirancang secara hati-hati, berbasis data, serta mempertimbangkan keselamatan seluruh penumpang tanpa terkecuali, sehingga nilai keadilan dan kemanusiaan tetap terjaga sesuai dengan amanat konstitusi.",2,1777458056,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
568,usernamebjork4,bjork,signal kereta error dianya ikutan error signalnya,2,1777455803,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
569,irzi1240,.,bukan nya cari solusi malah ganti formasi,2,1777455618,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
570,sihab3414,aciww,[Sticker] sepakat,2,1777453569,Positif,"Dukungan, persetujuan, atau afirmasi literal",0.76,Tidak
571,kardinaanggini08www,KardinaAnggini,"Harusnya gerbong lebih panjang aja ga sih, kek misalnya sblm gerbong penumpang, ada 2/3gerbong yg buat antisipasi kecelakaan depan belakang, jadi masinis nya juga bisa ngindar, kalo ada tanda"" kecelakaan kek gini dia juga bisa terlindung lari kebelakang gerbong penumpang bisa ga sih",2,1777453122,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
572,dali252208,dallzzzz,jadi menteri gaperlu cerdas yakan,2,1777451839,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
573,yang_ypc,杨庞成🇨🇳💨,buk masalahnya aku sering keluar kota terus aku masih kecil gak bisa jaga diri sendiri,2,1777451704,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
574,fris_ftrchmn,ris🏸,mengurangi korban Bu bukan ganti korban,2,1777450041,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
575,ngurek.yu,NGUREK Yu,[Sticker] bukanya cari solusi malah ganti formasi,2,1777449993,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
576,luckyraffaramadha,luck,Laki laki juga manusia,2,1777449669,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
577,danzzyy32,🎭,pake formasi apa bu,2,1777449323,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
578,baskaraginanjar,baskaraginanjar,Apa sih kriteria atau persyaratan jadi menteri? Kok dapetnya gini-gini amat...,2,1777447342,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
579,.xxyzz_,47,cuma perubahan pemain,2,1777446844,Netral,Komentar umum atau ambigu tanpa sentimen eksplisit,0.6,Ya
580,telo.goreng243,Sempak Basah,"[Sticker] Omong YANG PENTING❌
YANG PENTING Omong✅",2,1777445704,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
581,al_ikhtiar,al_ikhtiar,ngomong yang penting? yang penting ngomong,2,1777445479,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
582,ojol_badboys,OJOL BADBOY'S,okee Bu saya berangkat kerja pake daster 😭,2,1777445178,Negatif,Humor/sarkasme yang cenderung mengkritik isi pernyataan,0.68,Ya
583,reski.sudarsono,"25 Juli ""R"" 🚀",[Sticker] walaupun kami jarang merayakan ulang tahun tapi kami juga pengen panjang umur buu🙏,2,1777444716,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
584,211823.1,delaaaaa0.0,kalo sekosong ini gua juga bisa jadi mentri,2,1777444688,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
585,nisaanisa99284,nisaanisa99284,pengumuman yng aneh,2,1777444807,Netral,Komentar umum atau ambigu tanpa sentimen eksplisit,0.6,Ya
586,dk_qn1269,theo,"Bahkan di dunia yang singkat ini, kami mau di persingkat lagi oleh aturan.",2,1777441076,Netral,Komentar umum atau ambigu tanpa sentimen eksplisit,0.6,Ya
587,saepudin_.12,Saepudin,menteri ga jelassss,2,1777440539,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
588,nand0lll1,Nandol,mikir kids,2,1777440390,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
589,toktokeya,akane,sepakat,2,1777439642,Positif,"Dukungan, persetujuan, atau afirmasi literal",0.76,Tidak
590,bang.dn9,￴￴￴￴￴￴,[Sticker] ya ya ya aku kuat aku hebat🗿,2,1777439184,Negatif,Humor/sarkasme yang cenderung mengkritik isi pernyataan,0.68,Ya
591,febyayuanryd,febyaaa,"repot bu, belum kalo keretanya kadang 8 gerbong kadang 10 kadang 12, trs kita harus nebak2 bagian tengah gerbongnya ada dimana? kadang udah diri diujung taunya 8 gerbong kita masih harus lari2an kejar keretanya bu puntennn🙏",2,1777439134,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
592,azzam.azzamdaop5,ZAMzZ🚂,"yang punya PT siapa
yang ngatur siapa",2,1777438983,Netral,Pertanyaan atau komentar belum menunjukkan polaritas jelas,0.65,Ya
593,nescafesragenwetan,Nesragenwetan😎✌🏻,walaupun kita laki 2 jarang di rayakan kuat dalam cuaca apapun juga mau umur panjang 😭,2,1777438718,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
594,empeha7,MPH Clipper,YAA ALLOH 🤲 semaoga saya dipertemukan ibu ini di tempat sepi .. AAMIIN,2,1777438290,Netral,Komentar umum atau ambigu tanpa sentimen eksplisit,0.6,Ya
595,citraab1978,CITRAAB,JAMINAN KESELAMATAN APAKAH ADA????,2,1777438166,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
596,user50511566,obie,"bukannya cari solusi, malah ganti formasi su",2,1777437753,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
597,yooblue7,🅈🄾🄾-🄱🄻🅄🄴,[Sticker] Untungnya Ada AHM,2,1777437631,Netral,Komentar umum atau ambigu tanpa sentimen eksplisit,0.6,Ya
598,jovan03_,hello jo 03,tesnya ordal kah kog solusinya kek gini????,2,1777436800,Netral,Pertanyaan atau komentar belum menunjukkan polaritas jelas,0.65,Ya
599,user9472920618715,firda,"mau laki maupun perempuan itu sama"" nyawa Bu,yg perlu di evaluasi sistem jalurnya kreta ya apakan harus ada petugas setiap titik perluntasan",2,1777436574,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
600,user959671025,AXEL S,macem mana na maju ni negara kualitas mentri begini. bu cari solusi supaya gk ada. korban bkn ganti korban,2,1777435227,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
